Event key,Component key,Event path,Education level,Database query type,Affected table,Since,Legacy event,Component_pt,Event name_pt,Component_it,Event name_it,Component_fr,Event name_fr,Component_de,Event name_de,Component_ca,Event name_ca,Component_en,Event name_en,Component_es,Event name_es
USER_CREATED,SYSTEM,\core\event\user_created,Other,create,user,2.6,user_created,System,Utilizador criado,System,Creato utente,System,Utilisateur créé,System,Nutzerkonto angelegt,System,Usuari creat,System,User created,System,Usuario creado
USER_DELETED,SYSTEM,\core\event\user_deleted,Other,delete,user,2.6,user_deleted,System,Utilizador apagado,System,Eliminato utente,System,Utilisateur supprimé,System,Nutzerkonto gelöscht,System,Usuari suprimit,System,User deleted,System,Usuario eliminado
USER_ENROLLED_IN_COURSE,SYSTEM,\core\event\user_enrolment_created,Other,create,user_enrolments,2.6,user_enrolled,System,Utilizador inscrito na disciplina,System,Iscritto utente al corso,System,Utilisateur inscrit dans un cours,System,Nutzer/in in Kurs eingeschrieben,System,Usuari inscrit al curs,System,User enrolled in course,System,Usuario matriculado en curso
USER_UNENROLLED_FROM_COURSE,SYSTEM,\core\event\user_enrolment_deleted,Other,delete,user_enrolments,2.6,user_unenrolled,System,Utilizador excluído da disciplina,System,Disiscritto utente dal corso,System,Utilisateur désinscrit d'un cours,System,Nutzer/in aus Kurs abgemeldet,System,Cancel·lada la inscripció de l'usuari al curs,System,User unenrolled from course,System,Usuario matriculado en curso
USER_UNENROLMENT_UPDATED,SYSTEM,\core\event\user_enrolment_updated,Other,update,user_enrolments,2.6,user_enrol_modified,System,Atualização de exclusão do utilizador,System,Aggiornata iscrizione utente,System,Inscription d'utilisateur modifiée,System,Nutzereinschreibung aktualisiert,System,Actualizada la cancel·lació d'inscripció de l'usuari,System,User unenrolment updated,System,Usuario matriculado en curso
USER_GRADED,SYSTEM,\core\event\user_graded,Teaching,update,grade_grades,2.7,,System,Utilizador avaliado,System,Valutato utente,System,Utilisateur évalué,System,Nutzer/in bewertet,System,Usuari qualificat,System,User graded,System,Usuario calificado
USER_PROFILE_FIELD_CATEGORY_CREATED,SYSTEM,\core\event\user_info_category_created,Other,create,user_info_category,3.4,,System,Criada categoria de campos de perfil de utilizador,System,Creata categoria di campi personalizzati del profilo,System,Catégorie de champ de profil utilisateur créée,System,Nutzerprofilfeldkategorie erstellt,System,S'ha creat una categoria de camps de perfil d'usuari nova,System,User profile field category created,System,Campo de categoría de perfil de usuario creado
USER_PROFILE_FIELD_CATEGORY_DELETED,SYSTEM,\core\event\user_info_category_deleted,Other,delete,user_info_category,3.4,,System,Apagada categoria de campos de perfil de utilizador,System,Eliminata categoria di campi personalizzati del profilo,System,Catégorie de champ de profil utilisateur supprimée,System,Nutzerprofilfeldkategorie gelöscht,System,S'ha esborrat la categoria de camps de perfil d'usuari,System,User profile field category deleted,System,Campo de categoría de perfil de usuario eliminado
USER_PROFILE_FIELD_CATEGORY_UPDATED,SYSTEM,\core\event\user_info_category_updated,Other,update,user_info_category,3.4,,System,Atualizada categoria de campos de perfil de utilizador,System,Aggiornata categoria di campi personalizzati del profilo,System,Catégorie de champ de profil utilisateur modifiée,System,Nutzerprofilfeldkategorie aktualisiert,System,S'ha actualitzat la categoria de camps de perfil d'usuari,System,User profile field category updated,System,Campo de categoría de perfil de usuario actualizado
USER_PROFILE_FIELD_CREATED,SYSTEM,\core\event\user_info_field_created,Other,create,user_info_field,3.4,,System,Criado campo de perfil de utilizador,System,Creato campo personalizzato del profilo,System,Champ de profil utilisateur créé,System,Nutzerprofilfeld erstellt,System,S'ha creat un nou camp de perfil d'usuari,System,User profile field created,System,Campo de perfil de usuario creado
USER_PROFILE_FIELD_DELETED,SYSTEM,\core\event\user_info_field_deleted,Other,delete,user_info_field,3.4,,System,Apagado campo de perfil de utilizador,System,Eliminato campo personalizzato del profilo,System,Champ de profil utilisateur supprimé,System,Nutzerprofilfeld gelöscht,System,S'ha esborrat el camp de perfil d'usuari,System,User profile field deleted,System,Campo de perfil de usuario eliminado
USER_PROFILE_FIELD_UPDATED,SYSTEM,\core\event\user_info_field_updated,Other,update,user_info_field,3.4,,System,Atualizado campo de perfil do utilizador,System,Aggiornato campo personalizzato del profilo,System,Champ de profil utilisateur modifié,System,Nutzerprofilfeld aktualisiert,System,S'ha actualitzat el camp de perfil d'usuari,System,User profile field updated,System,Campo de perfil de usuario actualizado
USER_LIST_VIEWED,SYSTEM,\core\event\user_list_viewed,Other,read,course,2.6,,System,Lista de utilizadores visualizada,System,Visualizzato elenco utenti,System,Liste d'utilisateurs consultée,System,Nutzerliste angezeigt,System,Llista d'usuaris mostrada,System,User list viewed,System,Lista de usuarios vista
USER_HAS_LOGGED_IN,SYSTEM,\core\event\user_loggedin,Other,read,user,2.6,,System,Utilizador autenticou-se,System,Autenticato utente,System,Utilisateur connecté,System,Nutzer/in ist angemeldet,System,L'usuari ha entrat,System,User has logged in,System,El usuario ha iniciado sesión
USER_LOGGED_IN_AS_ANOTHER_USER,SYSTEM,\core\event\user_loggedinas,Other,read,user,2.6,,System,Utilizador entrou como outro utilizador,System,Autenticato utente come altro utente,System,Utilisateur connecté sous le nom d'un autre utilisateur,System,Nutzer/in ist als andere Person angemeldet,System,L'usuari ha iniciat sessió com un altre usuari,System,User logged in as another user,System,El usuario inicia sesión como otro usuario
USER_LOGGED_OUT,SYSTEM,\core\event\user_loggedout,Other,read,user,2.6,user_logout,System,Utilizador saiu,System,Disconnesso utente,System,Utilisateur déconnecté,System,Nutzer/in abgemeldet,System,Usuari desconnectat,System,User logged out,System,Usuario desconectado
USER_LOGIN_FAILED,SYSTEM,\core\event\user_login_failed,Other,read,,2.7,,System,Falhou a autenticação do utilizador,System,Fallita autenticazione utente,System,Connexion utilisateur échouée,System,Nutzeranmeldung fehlgeschlagen,System,Ha fallat l'inici de sessió,System,User login failed,System,Inicio de sesión fallido
USER_PASSWORD_UPDATED,SYSTEM,\core\event\user_password_updated,Other,update,,2.7,,System,Senha de utilizador atualizada,System,Modificata password utente,System,Mot de passe utilisateur modifié,System,Nutzerkennwort aktualisiert,System,Actualitzada la contrasenya de l'usuari,System,User password updated,System,Contraseña usuario acutalizada
USER_PROFILE_VIEWED,SYSTEM,\core\event\user_profile_viewed,Other,read,user,2.6,,System,Perfil do utilizador visualizado,System,Visualizzato profilo utente,System,Profil utilisateur consulté,System,Nutzerprofil angezeigt,System,Perfil de l'usuari mostrat,System,User profile viewed,System,Perfil de usuario visto
USER_UPDATED,SYSTEM,\core\event\user_updated,Other,update,user,2.6,user_updated,System,Utilizador atualizado,System,Aggiornato utente,System,Utilisateur modifié,System,Nutzerkonto aktualisiert,System,Usuari actualitzat,System,User updated,System,Usuario actualizado
WEB_SERVICE_FUNCTION_CALLED,SYSTEM,\core\event\webservice_function_called,Other,read,,2.6,,System,Chamada a função do web service,System,Chiamata funzione web service,System,Fonction service web appelée,System,Webservice-Funktion aufgerufen,System,S'ha cridat una funció del servei web,System,Web service function called,System,"Llamada a la función del ""web service"""
WEB_SERVICE_LOGIN_FAILED,SYSTEM,\core\event\webservice_login_failed,Other,read,,2.6,,System,A autenticação no web service falhou,System,Fallita autenticazione web service,System,Connexion service web échouée,System,Webservice-Login fehlgeschlagen,System,Ha fallat l'inici de sessió al servei web,System,Web service login failed,System,"El acceso al ""web service"" ha fallado"
WEB_SERVICE_CREATED,SYSTEM,\core\event\webservice_service_created,Other,create,external_services,2.6,,System,Web service criado,System,Creato servizio web service,System,Service web créé,System,Webservice-Dienst angelegt,System,S'ha creat un servei del servei web,System,Web service created,System,"El servicio del ""web service"" ha sido creado"
WEB_SERVICE_DELETED,SYSTEM,\core\event\webservice_service_deleted,Other,delete,external_services,2.6,,System,Web service apagado,System,Eliminato servizio web service,System,Service web supprimé,System,Dienst für Webservice gelöscht,System,Servei del servei web suprimit,System,Web service deleted,System,"El servicio del ""web service"" ha sido borrado"
WEB_SERVICE_UPDATED,SYSTEM,\core\event\webservice_service_updated,Other,update,external_services,2.6,,System,Web service atualizado,System,Aggiornato servizio web service,System,Service web modifié,System,Webservice-Dienst aktualisiert,System,S'ha actualitzat un servei del servei web,System,Web service updated,System,"El servicio del ""web service"" ha sido actualizado"
WEB_SERVICE_USER_ADDED,SYSTEM,\core\event\webservice_service_user_added,Other,create,external_services,2.6,,System,Adicionado utilizador do web service,System,Aggiunto utente servizio web service,System,Utilisateur de service web ajouté,System,Webservice-Dienstnutzer angelegt,System,S'ha afegit l'usuari al servei del servei web,System,Web service user added,System,"El servicio de usuario del ""web service"" ha sido añadido"
WEB_SERVICE_USER_REMOVED,SYSTEM,\core\event\webservice_service_user_removed,Other,delete,external_services,2.6,,System,Apagado utilizador do web service,System,Eliminato utente servizio web service,System,Utilisateur de service web supprimé,System,Webservice-Dienstnutzer entfernt,System,S'ha suprimit l'usuari al servei del servei web,System,Web service user removed,System,"servicio de usuario del ""web service"" ha sido borrado"
WEB_SERVICE_TOKEN_CREATED,SYSTEM,\core\event\webservice_token_created,Other,create,external_tokens,2.6,,System,Foi criado token do web service,System,Creato token web service,System,Jeton service web créé,System,Webservice-Token angelegt,System,S'ha creat un testimoni al servei del servei web,System,Web service token created,System,"El token del ""web service"" ha sido creado"
WEB_SERVICE_TOKEN_SENT,SYSTEM,\core\event\webservice_token_sent,Other,read,external_tokens,2.6,,System,Foi enviado token do web service,System,Inviato token web service,System,Jeton service web envoyé,System,Webservice-Token gesendet,System,S'ha enviat el testimoni al servei del servei web,System,Web service token sent,System,"El token del ""web service"" ha sido enviado"
ALL_THE_SUBMISSIONS_ARE_BEING_DOWNLOADED,ASSIGNMENT,\mod_assign\event\all_submissions_downloaded,Teaching,read,assign,2.6,,Trabalho,Todas as submissões estão a ser descarregadas.,Compito,Scarica tutte le consegne,Devoir,Tous les travaux téléchargés,Aufgabe,Alle abgegebenen Lösungen wurden heruntergeladen.,Tasca,S'estan descarregant totes les trameses.,Assignment,All the submissions are being downloaded.,Tarea,Todos los envíos se están descargando.
A_SUBMISSION_HAS_BEEN_SUBMITTED,ASSIGNMENT,\mod_assign\event\assessable_submitted,Participating,update,assign_submission,2.6,assessable_submitted,Trabalho,Foi enviada uma nova submissão do trabalho.,Compito,Effettuata una consegna,Devoir,Travail de devoir remis,Aufgabe,Eine Lösung wurde abgegeben.,Tasca,S'ha tramès una tramesa.,Assignment,A submission has been submitted.,Tarea,Se ha enviado una entrega
BATCH_SET_MARKER_ALLOCATION_VIEWED,ASSIGNMENT,\mod_assign\event\batch_set_marker_allocation_viewed,Teaching,read,,2.7,,Trabalho,Página de atribuição de avaliador visualizada,Compito,Visualizzata assegnazione valutatori,Devoir,Page d'attribution des évaluateurs consultée,Aufgabe,Bewerter-Zuordnung angezeigt,Tasca,\mod_assign\event\batch_set_marker_allocation_viewed,Assignment,Batch set marker allocation viewed,Tarea,Batch set marker allocation viewed
BATCH_SET_WORKFLOW_STATE_VIEWED,ASSIGNMENT,\mod_assign\event\batch_set_workflow_state_viewed,Teaching,read,,2.7,,Trabalho,Página de definição do processo de avaliação visualizada.,Compito,Visualizzati stati del flusso di lavoro,Devoir,Page de définition des statuts d'évaluation consultée,Aufgabe,Bewertungsworkflow-Batch angezeigt,Tasca,\mod_assign\event\batch_set_workflow_state_viewed,Assignment,Batch set workflow state viewed.,Tarea,Batch set workflow state viewed.
COURSE_MODULE_INSTANCE_LIST_VIEWED,ASSIGNMENT,\mod_assign\event\course_module_instance_list_viewed,Other,read,,2.7,,Trabalho,Lista de instâncias do módulo de disciplina visualizada,Compito,Visualizzato elenco istanze moduli corso,Devoir,Liste d'instances de module de cours consultée,Aufgabe,Liste der Kursmodule angezeigt,Tasca,Llista d'instàncies de mòduls de curs vistos,Assignment,Course module instance list viewed,Tarea,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,ASSIGNMENT,\mod_assign\event\course_module_viewed,Participating,read,assign,3.6,,Trabalho,Módulo de disciplina visualizado,Compito,Visualizzato modulo corso,Devoir,Module de cours consulté,Aufgabe,Kursmodul angezeigt,Tasca,Mòdul de curs vist,Assignment,Course module viewed,Tarea,Módulo de curso visto
AN_EXTENSION_HAS_BEEN_GRANTED,ASSIGNMENT,\mod_assign\event\extension_granted,Teaching,update,assign,2.6,,Trabalho,Foi concedido um prolongamento da data limite.,Compito,Concessa proroga,Devoir,Extension accordée,Aufgabe,Eine Verlängerung wurde gewährt.,Tasca,S'ha concedit una extensió.,Assignment,An extension has been granted.,Tarea,Se ha entregado una extensión.
FEEDBACK_VIEWED,ASSIGNMENT,\mod_assign\event\feedback_viewed,Participating,read,assign_grades,2.7,,Trabalho,Comentários visualizados,Compito,Visualizzato commento,Devoir,Feedback consulté,Aufgabe,Feedback angezeigt,Tasca,S'ha visualitzat la retroacció,Assignment,Feedback viewed,Tarea,Retroalimentación vista
GRADING_FORM_VIEWED,ASSIGNMENT,\mod_assign\event\grading_form_viewed,Teaching,read,,2.7,,Trabalho,Formulário de avaliação visualizado,Compito,Visualizzato schema di valutazione,Devoir,Formulaire d'évaluation consulté,Aufgabe,Bewertungsformular angezeigt,Tasca,S'ha visualitzat el formulari de qualificació,Assignment,Grading form viewed,Tarea,Formulario de calificaciones visto
GRADING_TABLE_VIEWED,ASSIGNMENT,\mod_assign\event\grading_table_viewed,Teaching,read,,2.7,,Trabalho,Grelha de avaliação visualizada,Compito,Visualizzata tabella delle valutazioni,Devoir,Table d'évaluation consultée,Aufgabe,Bewertungstabelle angezeigt,Tasca,S'ha visualitzat la taula de notes,Assignment,Grading table viewed,Tarea,Visualización de las Calificaciones
ASSIGNMENT_OVERRIDE_CREATED,ASSIGNMENT,\mod_assign\event\group_override_created,Teaching,create,assign_overrides,3.2,,Trabalho,Exceção para trabalho criada,Compito,Creata personalizzazione del compito,Devoir,Exception de devoir créée,Aufgabe,Verfügbarkeitsänderung für Aufgaben angelegt,Tasca,Assignment override created,Assignment,Assignment override created,Tarea,Assignment override created
ASSIGNMENT_OVERRIDE_DELETED,ASSIGNMENT,\mod_assign\event\group_override_deleted,Teaching,delete,assign_overrides,3.2,,Trabalho,Exceção para trabalho apagada,Compito,Eliminata personalizzazione del compito,Devoir,Exception de devoir supprimée,Aufgabe,Verfügbarkeitsänderungen für Aufgaben gelöscht,Tasca,Assignment override deleted,Assignment,Assignment override deleted,Tarea,Assignment override deleted
ASSIGNMENT_OVERRIDE_UPDATED,ASSIGNMENT,\mod_assign\event\group_override_updated,Teaching,update,assign_overrides,3.2,,Trabalho,Exceção para trabalho atualizada,Compito,Aggiornata personalizzazione del compito,Devoir,Exception de devoir modifiée,Aufgabe,Verfügbarkeitsänderungen für Aufgaben bearbeitet,Tasca,Assignment override updated,Assignment,Assignment override updated,Tarea,Assignment override updated
THE_IDENTITIES_HAVE_BEEN_REVEALED,ASSIGNMENT,\mod_assign\event\identities_revealed,Teaching,update,assign,2.6,,Trabalho,As identidades foram reveladas.,Compito,Rivelate le identità,Devoir,Identités révélées,Aufgabe,Die Identitäten wurden aufgedeckt.,Tasca,Les identitats han estat revelades.,Assignment,The identities have been revealed.,Tarea,Se han revelado las identidades.
THE_ALLOCATED_MARKER_HAS_BEEN_UPDATED,ASSIGNMENT,\mod_assign\event\marker_updated,Teaching,update,assign,2.6,,Trabalho,O avaliador atribuído foi atualizado.,Compito,Aggiornato valutatore assegnato,Devoir,Évaluateur modifié,Aufgabe,Zugewiesene/r Bewerter/in wurde aktualisiert.,Tasca,S'ha actualitzat l'avaluador assignat.,Assignment,The allocated marker has been updated.,Tarea,El evaluador asignado ha sido actualizado
REMOVE_SUBMISSION_CONFIRMATION_VIEWED,ASSIGNMENT,\mod_assign\event\remove_submission_form_viewed,Other,read,,,,Trabalho,Visualizada a confirmação da remoção da submissão.,Compito,Remove submission confirmation viewed.,Devoir,Confirmation de suppression de travail consultée,Aufgabe,Bestätigung für 'Abgabe entfernen' angesehen.,Tasca,Remove submission confirmation viewed.,Assignment,Remove submission confirmation viewed.,Tarea,Remove submission confirmation viewed.
REVEAL_IDENTITIES_CONFIRMATION_PAGE_VIEWED,ASSIGNMENT,\mod_assign\event\reveal_identities_confirmation_page_viewed,Teaching,read,,2.7,,Trabalho,Página de confirmação para revelar identidades visualizada,Compito,Visualizzata pagina conferma rivelazione identità,Devoir,Page de confirmation de révélation des identités consultée,Aufgabe,Identität der Bewerter wurde sichtbar gemacht,Tasca,S'ha visualitzat la pàgina de confirmació de revelació d'identitats.,Assignment,Reveal identities confirmation page viewed.,Tarea,Página de confirmación de revelación de identidades vista.
THE_USER_HAS_ACCEPTED_THE_STATEMENT_OF_THE_SUBMISSION,ASSIGNMENT,\mod_assign\event\statement_accepted,Other,read,assign_submission,2.6,,Trabalho,O utilizador aceitou a declaração de submissão.,Compito,Accettata dall'utente la dichiarazione sulla consegna,Devoir,Énoncé du travail accepté par l'utilisateur,Aufgabe,Nutzer/in hat die Abgabebedingung bestätigt.,Tasca,L'usuari ha acceptat la declaració de la tramesa.,Assignment,The user has accepted the statement of the submission.,Tarea,El usuario ha aceptado la declaración del envío.
SUBMISSION_CONFIRMATION_FORM_VIEWED,ASSIGNMENT,\mod_assign\event\submission_confirmation_form_viewed,Other,read,,2.7,,Trabalho,Formulário de confirmação de submissão visualizado.,Compito,Visualizzata scheda di conferma consegna,Devoir,Formulaire de confirmation de remise consulté,Aufgabe,Abgabebestätigungsformular angesehen,Tasca,S'ha visualitzat el formulari de confirmació de la tramesa.,Assignment,Submission confirmation form viewed.,Tarea,Formulario de confirmación de entrega visto.
THE_USER_DUPLICATED_THEIR_SUBMISSION,ASSIGNMENT,\mod_assign\event\submission_duplicated,Participating,create,assign_submission,2.6,,Trabalho,O utilizador duplicou a sua submissão.,Compito,Duplicata consegna da parte di un utente,Devoir,L'utilisateur a dupliqué son travail.,Aufgabe,Die Lösung wurde von Nutzer/in dupliziert,Tasca,L'usuari ha duplicat la seva tramesa.,Assignment,The user duplicated their submission.,Tarea,El usuario ha duplicado su envío.
SUBMISSION_FORM_VIEWED,ASSIGNMENT,\mod_assign\event\submission_form_viewed,Other,read,,2.7,,Trabalho,Formulário de submissão visualizado.,Compito,Visualizzata scheda di consegna,Devoir,Formulaire de remise consulté,Aufgabe,Abgabeformular angezeigt,Tasca,S'ha visualitzat el formulari de tramesa.,Assignment,Submission form viewed.,Tarea,Formulario de entrega visto.
THE_SUBMISSION_HAS_BEEN_GRADED,ASSIGNMENT,\mod_assign\event\submission_graded,Teaching,update,assign_grades,2.6,,Trabalho,A submissão foi avaliada.,Compito,Valutata una consegna,Devoir,Travail de devoir évalué,Aufgabe,Die Lösung wurde bewertet.,Tasca,La tramesa s'ha avaluat.,Assignment,The submission has been graded.,Tarea,Se ha calificado el envío.
THE_SUBMISSIONS_HAVE_BEEN_LOCKED_FOR_A_USER,ASSIGNMENT,\mod_assign\event\submission_locked,Teaching,update,assign,2.6,,Trabalho,As submissões foram bloqueadas para um utilizador.,Compito,Bloccata consegna per un utente,Devoir,Travaux d'un utilisateur verrouillés,Aufgabe,Die Abgabe wurde für Nutzer/in gesperrt.,Tasca,S'han blocat les trameses de l'usuari.,Assignment,The submissions have been locked for a user.,Tarea,Los envíos han sido bloqueados para un usuario.
THE_STATUS_OF_THE_SUBMISSION_HAS_BEEN_UPDATED,ASSIGNMENT,\mod_assign\event\submission_status_updated,Teaching,update,assign_submission,2.6,,Trabalho,O estado da submissão foi atualizado.,Compito,Aggiornato stato della consegna,Devoir,Statut du travail modifié,Aufgabe,Der Abgabestatus wurde aktualisiert.,Tasca,S'ha actualitzat l'estat de la tramesa.,Assignment,The status of the submission has been updated.,Tarea,El estado de la entrega se ha actualizado.
THE_STATUS_OF_THE_SUBMISSION_HAS_BEEN_VIEWED,ASSIGNMENT,\mod_assign\event\submission_status_viewed,Other,read,,2.7,,Trabalho,O estado da submissão foi visualizado.,Compito,Visualizzato stato consegna,Devoir,Statut du travail remis consulté,Aufgabe,Abgabestatus angezeigt,Tasca,S'ha visualitzat l'estat de la tasca.,Assignment,The status of the submission has been viewed.,Tarea,Se ha visualizado el estado de la entrega.
THE_SUBMISSIONS_HAVE_BEEN_UNLOCKED_FOR_A_USER,ASSIGNMENT,\mod_assign\event\submission_unlocked,Teaching,update,assign,2.6,,Trabalho,As submissões foram desbloqueadas para um utilizador.,Compito,Sbloccata consegna per un utente,Devoir,Travaux d'un utilisateur déverrouillés,Aufgabe,Die Abgabe wurde für Nutzer/in freigeschaltet.,Tasca,S'han desblocat les trameses de l'usuari.,Assignment,The submissions have been unlocked for a user.,Tarea,Las entregas se han desbloqueado para un usuario.
SUBMISSION_VIEWED,ASSIGNMENT,\mod_assign\event\submission_viewed,Participating,read,assign_submission,2.7,,Trabalho,Submissão visualizada.,Compito,Visualizzata consegna,Devoir,Travail remis consulté,Aufgabe,Abgabe angezeigt,Tasca,S'ha visualitzat la tasca.,Assignment,Submission viewed.,Tarea,Envío visto.
ASSIGNMENT_OVERRIDE_CREATED,ASSIGNMENT,\mod_assign\event\user_override_created,Teaching,create,assign_overrides,3.2,,Trabalho,Exceção para trabalho criada,Compito,Creata personalizzazione del compito,Devoir,Exception de devoir créée,Aufgabe,Verfügbarkeitsänderung für Aufgaben angelegt,Tasca,Assignment override created,Assignment,Assignment override created,Tarea,Assignment override created
ASSIGNMENT_OVERRIDE_DELETED,ASSIGNMENT,\mod_assign\event\user_override_deleted,Teaching,delete,assign_overrides,3.2,,Trabalho,Exceção para trabalho apagada,Compito,Eliminata personalizzazione del compito,Devoir,Exception de devoir supprimée,Aufgabe,Verfügbarkeitsänderungen für Aufgaben gelöscht,Tasca,Assignment override deleted,Assignment,Assignment override deleted,Tarea,Assignment override deleted
ASSIGNMENT_OVERRIDE_UPDATED,ASSIGNMENT,\mod_assign\event\user_override_updated,Teaching,update,assign_overrides,3.2,,Trabalho,Exceção para trabalho atualizada,Compito,Aggiornata personalizzazione del compito,Devoir,Exception de devoir modifiée,Aufgabe,Verfügbarkeitsänderungen für Aufgaben bearbeitet,Tasca,Assignment override updated,Assignment,Assignment override updated,Tarea,Assignment override updated
THE_STATE_OF_THE_WORKFLOW_HAS_BEEN_UPDATED,ASSIGNMENT,\mod_assign\event\workflow_state_updated,Teaching,update,assign,2.6,,Trabalho,O estado do processo de avaliação foi atualizado.,Compito,Aggiornato stato del flusso di lavoro.,Devoir,Statut du flux de travail modifié,Aufgabe,Der Workflow-Status wurde aktualisiert.,Tasca,S'ha actualitzat l'estat del flux.,Assignment,The state of the workflow has been updated.,Tarea,El estado del flujo de trabajo ha sido actualizado.
CHAPTER_CREATED,BOOK,\mod_book\event\chapter_created,Teaching,create,book_chapters,2.6,,Livro,Capítulo criado,Libro,Creato capitolo,Livre,Chapitre créé,Buch,Kapitel angelegt,Llibre,S'ha creat el capítol.,Book,Chapter created,Libro,Capítulo creado
CHAPTER_DELETED,BOOK,\mod_book\event\chapter_deleted,Teaching,delete,book_chapters,2.6,,Livro,Capítulo apagado,Libro,Eliminato capitolo,Livre,Chapitre supprimé,Buch,Kapitel gelöscht,Llibre,S'ha suprimit el capítol.,Book,Chapter deleted,Libro,Capítulo eliminado
CHAPTER_UPDATED,BOOK,\mod_book\event\chapter_updated,Teaching,update,book_chapters,2.6,,Livro,Capítulo atualizado,Libro,Aggiornato capitolo,Livre,Chapitre modifié,Buch,Kapitel aktualisiert,Llibre,S'ha actualitzat el capítol.,Book,Chapter updated,Libro,Capítulo actualizado
CHAPTER_VIEWED,BOOK,\mod_book\event\chapter_viewed,Participating,read,book_chapters,2.6,,Livro,Capítulo visualizado,Libro,Visualizzato capitolo,Livre,Chapitre consulté,Buch,Kapitel angezeigt,Llibre,S'ha visualitzat el capítol.,Book,Chapter viewed,Libro,Capítulo visto
COURSE_MODULE_INSTANCE_LIST_VIEWED,BOOK,\mod_book\event\course_module_instance_list_viewed,Other,read,,2.7,,Livro,Lista de instâncias do módulo de disciplina visualizada,Libro,Visualizzato elenco istanze moduli corso,Livre,Liste d'instances de module de cours consultée,Buch,Liste der Kursmodule angezeigt,Llibre,Llista d'instàncies de mòduls de curs vistos,Book,Course module instance list viewed,Libro,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,BOOK,\mod_book\event\course_module_viewed,Participating,read,book,2.6,,Livro,Módulo de disciplina visualizado,Libro,Visualizzato modulo corso,Livre,Module de cours consulté,Buch,Kursmodul angezeigt,Llibre,Mòdul de curs vist,Book,Course module viewed,Libro,Módulo de curso visto
COURSE_MODULE_INSTANCE_LIST_VIEWED,CHAT,\mod_chat\event\course_module_instance_list_viewed,Other,read,,2.7,,Chat,Lista de instâncias do módulo de disciplina visualizada,Chat,Visualizzato elenco istanze moduli corso,Chat,Liste d'instances de module de cours consultée,Chat,Liste der Kursmodule angezeigt,Xat,Llista d'instàncies de mòduls de curs vistos,Chat,Course module instance list viewed,Chat,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,CHAT,\mod_chat\event\course_module_viewed,Participating,read,chat,2.7,,Chat,Módulo de disciplina visualizado,Chat,Visualizzato modulo corso,Chat,Module de cours consulté,Chat,Kursmodul angezeigt,Xat,Mòdul de curs vist,Chat,Course module viewed,Chat,Módulo de curso visto
MESSAGE_SENT,CHAT,\mod_chat\event\message_sent,Participating,create,chat_messages,2.6,,Chat,Mensagem enviada,Chat,Inviato messaggio,Chat,Message envoyé,Chat,Mitteilung gesendet,Xat,S'ha enviat el missatge,Chat,Message sent,Chat,Mensaje enviado
SESSIONS_VIEWED,CHAT,\mod_chat\event\sessions_viewed,Other,read,chat,2.6,,Chat,Sessões visualizadas,Chat,Visualizzata sessione,Chat,Sessions consultées,Chat,Sitzungen angezeigt,Xat,S'han visualitzat les sessions,Chat,Sessions viewed,Chat,Sesiones vistas
CHOICE_ANSWER_ADDED,CHOICE,\mod_choice\event\answer_created,Participating,create,choice_answers,3.2,,Sondagem,Resposta à Sondagem gravada,Scelta,Aggiunta scelta,Sondage,Réponse possible ajoutée,Abstimmung,Abstimmungsantwort hinzugefügt,Consulta,S'ha fet l'elecció,Choice,Choice answer added,Consulta,Consulta respondida
CHOICE_ANSWER_DELETED,CHOICE,\mod_choice\event\answer_deleted,Participating,delete,choice_answers,3.1,,Sondagem,Resposta à Sondagem eliminada,Scelta,Eliminata scelta,Sondage,Réponse à un sondage supprimée,Abstimmung,Abstimmungsantwort gelöscht,Consulta,S'ha esborrat la resposta de les opcions,Choice,Choice answer deleted,Consulta,Consulta borrada
CHOICE_MADE_NO_LONGER_IN_USE,CHOICE,\mod_choice\event\answer_submitted,Participating,create,choice,2.6,,Sondagem,Sondagem feita (em desuso),Scelta,Eseguita scelta (non è più utilizato),Sondage,Choix effectué (n'est plus utilisé),Abstimmung,Abstimmung durchgeführt (wird nicht mehr genutzt),Consulta,S'ha realitzat una elecció (en desús),Choice,Choice made (no longer in use),Consulta,Consulta hecha (caducado)
CHOICE_UPDATED_NO_LONGER_IN_USE,CHOICE,\mod_choice\event\answer_updated,Participating,update,choice,2.6,,Sondagem,Opção atualizada (em desuso),Scelta,Aggiornata scelta (non è più utilizato),Sondage,Choix modifié (n'est plus utilisé),Abstimmung,Abstimmung aktualisiert (wird nicht mehr genutzt),Consulta,S'ha actualitzat l'elecció (en desús),Choice,Choice updated (no longer in use),Consulta,Consulta actualizada (caducado)
COURSE_MODULE_INSTANCE_LIST_VIEWED,CHOICE,\mod_choice\event\course_module_instance_list_viewed,Other,read,,2.7,,Sondagem,Lista de instâncias do módulo de disciplina visualizada,Scelta,Visualizzato elenco istanze moduli corso,Sondage,Liste d'instances de module de cours consultée,Abstimmung,Liste der Kursmodule angezeigt,Consulta,Llista d'instàncies de mòduls de curs vistos,Choice,Course module instance list viewed,Consulta,Instancia del módulo del curso visualizada
